Timestamp,Ticker,Setor,Preço Estimado,ROI %,Volatilidade %,Skewness,Curtose,Autocorrelação,Entropia,Índice Fractal,Margem de Erro %,Confiabilidade %,Previsibilidade %
2025-07-22 09:00,IBOV,Índice,122950.8,-0.04,2.93,0.042,4.64,0.901,0.691,1.297,0.9299999999999999,99.22,99.77
2025-07-22 09:00,S&P500,Índice,4486.95,-0.29,1.73,-0.082,4.561,0.705,0.761,1.291,0.58,98.71,99.682
2025-07-22 09:00,NASDAQ,Índice,14001.4,0.01,0.5700000000000001,0.124,4.026,0.864,0.771,1.188,1.4200000000000002,98.83,99.257
2025-07-22 09:00,DXY,Índice,106.55,1.48,0.88,0.005,3.544,0.683,0.818,1.167,0.97,98.68,99.038
2025-07-22 09:10,IBOV,Índice,123725.7,0.59,2.9499999999999997,-0.02,5.0,0.876,0.647,1.217,0.8,99.48,99.769
2025-07-22 09:10,S&P500,Índice,4512.6,0.27999999999999997,1.44,-0.02,2.681,0.822,0.607,1.213,1.03,99.26,99.355
2025-07-22 09:10,NASDAQ,Índice,14053.2,0.38,2.37,-0.168,2.71,0.733,0.652,1.274,0.66,98.31,99.211
2025-07-22 09:10,DXY,Índice,105.66,0.63,2.1999999999999997,-0.113,4.214,0.92,0.633,1.203,1.03,98.84,99.709
2025-07-22 09:20,IBOV,Índice,122508.0,-0.4,1.23,0.018,2.615,0.659,0.805,1.143,1.4000000000000001,98.47,99.15
2025-07-22 09:20,S&P500,Índice,4462.65,-0.83,1.22,0.018,3.996,0.945,0.784,1.145,0.8999999999999999,98.79,99.207
2025-07-22 09:20,NASDAQ,Índice,14242.2,1.73,1.03,-0.036,4.302,0.639,0.624,1.247,1.15,99.12,99.932
2025-07-22 09:20,DXY,Índice,104.14,-0.8200000000000001,1.41,0.068,2.184,0.742,0.66,1.139,1.02,98.32,99.448
2025-07-22 09:30,IBOV,Índice,124020.9,0.83,1.47,-0.146,3.229,0.812,0.649,1.194,1.38,98.3,99.993
2025-07-22 09:30,S&P500,Índice,4515.75,0.35000000000000003,1.4500000000000002,-0.109,3.337,0.925,0.816,1.18,1.01,98.97,99.251
2025-07-22 09:30,NASDAQ,Índice,13973.4,-0.19,0.5599999999999999,-0.167,3.765,0.707,0.831,1.2,1.0,98.06,99.503
2025-07-22 09:30,DXY,Índice,105.87,0.83,1.22,0.134,4.186,0.888,0.609,1.193,0.58,98.78,99.423
2025-07-22 09:40,IBOV,Índice,122385.0,-0.5,2.41,-0.019,2.95,0.784,0.723,1.153,0.9400000000000001,98.86,99.771
2025-07-22 09:40,S&P500,Índice,4524.75,0.5499999999999999,1.9,-0.11,2.488,0.828,0.773,1.246,0.8699999999999999,98.07,99.428
2025-07-22 09:40,NASDAQ,Índice,14127.4,0.91,2.29,-0.001,3.066,0.775,0.704,1.255,1.05,98.77,99.59
2025-07-22 09:40,DXY,Índice,105.93,0.89,2.27,-0.054,3.287,0.647,0.709,1.227,0.64,98.83,99.652
2025-07-22 09:50,IBOV,Índice,124980.3,1.6099999999999999,1.2,0.014,3.336,0.721,0.75,1.111,0.8699999999999999,99.29,99.583
2025-07-22 09:50,S&P500,Índice,4507.65,0.16999999999999998,1.1199999999999999,0.015,2.346,0.662,0.737,1.265,1.37,99.08,99.558
2025-07-22 09:50,NASDAQ,Índice,14086.8,0.62,2.32,0.085,4.823,0.753,0.751,1.161,0.5599999999999999,99.49,99.47
2025-07-22 09:50,DXY,Índice,105.71,0.6799999999999999,1.7500000000000002,-0.099,4.212,0.627,0.731,1.172,0.59,99.25,99.825
2025-07-22 10:00,IBOV,Índice,123738.0,0.6,2.45,0.193,2.745,0.869,0.794,1.225,0.59,98.2,99.255
2025-07-22 10:00,S&P500,Índice,4484.25,-0.35000000000000003,2.78,0.027,3.769,0.66,0.643,1.135,0.83,99.25,99.606
2025-07-22 10:00,NASDAQ,Índice,14147.0,1.05,1.82,0.074,4.361,0.871,0.818,1.164,0.75,99.32,99.498
2025-07-22 10:00,DXY,Índice,105.14,0.13,0.74,-0.154,2.032,0.689,0.77,1.105,1.1900000000000002,98.83,99.127
2025-07-22 10:10,IBOV,Índice,124783.5,1.4500000000000002,2.5100000000000002,-0.033,4.855,0.879,0.662,1.102,1.01,98.39,99.019
2025-07-22 10:10,S&P500,Índice,4531.05,0.69,2.4,0.096,2.274,0.942,0.844,1.217,0.9400000000000001,98.72,99.182
2025-07-22 10:10,NASDAQ,Índice,14121.8,0.8699999999999999,1.3599999999999999,-0.146,4.267,0.806,0.739,1.107,1.02,98.13,99.351
2025-07-22 10:10,DXY,Índice,104.88,-0.11,2.91,0.126,3.968,0.661,0.719,1.194,1.26,99.5,99.997
2025-07-22 10:20,IBOV,Índice,122397.3,-0.49,2.54,-0.127,2.255,0.763,0.702,1.286,1.08,99.46,99.794
2025-07-22 10:20,S&P500,Índice,4513.95,0.31,2.02,0.121,3.145,0.875,0.718,1.223,1.39,98.53,99.177
2025-07-22 10:20,NASDAQ,Índice,14103.6,0.74,1.67,0.01,3.768,0.773,0.676,1.281,0.7100000000000001,98.8,99.77
2025-07-22 10:20,DXY,Índice,105.48,0.45999999999999996,2.2800000000000002,-0.094,2.649,0.704,0.733,1.294,0.76,99.23,99.058
2025-07-22 10:30,IBOV,Índice,124439.1,1.17,0.8699999999999999,-0.137,4.449,0.651,0.806,1.262,0.58,98.44,99.122
2025-07-22 10:30,S&P500,Índice,4524.3,0.54,1.38,0.057,3.219,0.685,0.743,1.191,0.8,98.17,99.538
2025-07-22 10:30,NASDAQ,Índice,13920.2,-0.5700000000000001,1.03,0.042,3.64,0.878,0.731,1.268,0.67,99.37,99.39
2025-07-22 10:30,DXY,Índice,104.76,-0.22999999999999998,0.7000000000000001,-0.165,3.272,0.679,0.785,1.245,1.38,98.02,99.114
2025-07-22 10:40,IBOV,Índice,122458.8,-0.44,0.5700000000000001,-0.18,3.275,0.75,0.637,1.138,1.39,98.76,99.938
2025-07-22 10:40,S&P500,Índice,4555.8,1.24,1.91,-0.155,3.612,0.89,0.772,1.193,0.66,98.8,99.524
2025-07-22 10:40,NASDAQ,Índice,13935.6,-0.45999999999999996,2.44,-0.14,2.665,0.616,0.619,1.127,0.63,98.22,99.605
2025-07-22 10:40,DXY,Índice,104.45,-0.52,1.92,0.106,4.553,0.676,0.652,1.183,1.34,98.35,99.931
2025-07-22 10:50,IBOV,Índice,123307.5,0.25,0.83,0.143,3.778,0.946,0.824,1.207,0.95,98.42,99.537
2025-07-22 10:50,S&P500,Índice,4497.3,-0.06,1.6,-0.186,4.618,0.885,0.769,1.227,0.67,99.49,99.229
